"filename", "language", "Markdown", "JSON", "Dart", "HTML", "YAML", "XML", "Groovy", "Properties", "C++", "Swift", "comment", "blank", "total"
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\services\http_department_service.dart", "Dart", 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 1, 10, 84
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\services\http_feature_service.dart", "Dart", 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 3, 9, 85
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\services\http_post_service.dart", "Dart", 0, 0, 77, 0, 0, 0, 0, 0, 0, 0, 3, 9, 89
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\services\http_student_service.dart", "Dart", 0, 0, 94, 0, 0, 0, 0, 0, 0, 0, 1, 9, 104
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\services\http_subject_service.dart", "Dart", 0, 0, 81, 0, 0, 0, 0, 0, 0, 0, 1, 9, 91
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\services\http_td_service.dart", "Dart", 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 1, 9, 83
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\services\http_teacher_service.dart", "Dart", 0, 0, 108, 0, 0, 0, 0, 0, 0, 0, 3, 10, 121
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\services\http_user_service.dart", "Dart", 0, 0, 165, 0, 0, 0, 0, 0, 0, 0, 6, 13, 184
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\theme\color.dart", "Dart", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 4, 30
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\utils\utils.dart", "Dart", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 3, 23
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\views\admin_views\admin_dashboard.dart", "Dart", 0, 0, 137, 0, 0, 0, 0, 0, 0, 0, 57, 6, 200
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\views\admin_views\admin_grid.dart", "Dart", 0, 0, 258, 0, 0, 0, 0, 0, 0, 0, 0, 3, 261
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\views\admin_views\classes\add_classe_screen.dart", "Dart", 0, 0, 293, 0, 0, 0, 0, 0, 0, 0, 0, 16, 309
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\views\admin_views\classes\classe_dashboard.dart", "Dart", 0, 0, 135, 0, 0, 0, 0, 0, 0, 0, 0, 4, 139
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\views\admin_views\classes\update_classe_screen.dart", "Dart", 0, 0, 230, 0, 0, 0, 0, 0, 0, 0, 1, 10, 241
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\views\admin_views\department\add_department_screen.dart", "Dart", 0, 0, 158, 0, 0, 0, 0, 0, 0, 0, 0, 12, 170
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\views\admin_views\department\department_dashboard.dart", "Dart", 0, 0, 129, 0, 0, 0, 0, 0, 0, 0, 0, 4, 133
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\views\admin_views\department\update_department_screen.dart", "Dart", 0, 0, 171, 0, 0, 0, 0, 0, 0, 0, 1, 10, 182
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\views\admin_views\posts\create_post_screen.dart", "Dart", 0, 0, 236, 0, 0, 0, 0, 0, 0, 0, 29, 13, 278
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\views\admin_views\posts\edit_post_screen.dart", "Dart", 0, 0, 157, 0, 0, 0, 0, 0, 0, 0, 11, 8, 176
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\views\admin_views\posts\post_dashboard.dart", "Dart", 0, 0, 96, 0, 0, 0, 0, 0, 0, 0, 0, 5, 101
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\views\admin_views\students\add_student_screen.dart", "Dart", 0, 0, 422, 0, 0, 0, 0, 0, 0, 0, 1, 17, 440
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\views\admin_views\students\student_dashboard.dart", "Dart", 0, 0, 95, 0, 0, 0, 0, 0, 0, 0, 0, 5, 100
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\views\admin_views\students\update_student_screen.dart", "Dart", 0, 0, 279, 0, 0, 0, 0, 0, 0, 0, 4, 9, 292
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\views\admin_views\subjects\add_subject_screen.dart", "Dart", 0, 0, 328, 0, 0, 0, 0, 0, 0, 0, 65, 20, 413
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\views\admin_views\subjects\subject_dashboard.dart", "Dart", 0, 0, 128, 0, 0, 0, 0, 0, 0, 0, 0, 4, 132
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\views\admin_views\subjects\update_subject_screen.dart", "Dart", 0, 0, 228, 0, 0, 0, 0, 0, 0, 0, 12, 15, 255
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\views\admin_views\teachers\add_teacher_screen.dart", "Dart", 0, 0, 386, 0, 0, 0, 0, 0, 0, 0, 2, 20, 408
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\views\admin_views\teachers\teacher_dashboard.dart", "Dart", 0, 0, 98, 0, 0, 0, 0, 0, 0, 0, 0, 5, 103
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\views\admin_views\teachers\update_teacher_screen.dart", "Dart", 0, 0, 307, 0, 0, 0, 0, 0, 0, 0, 2, 9, 318
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\views\admin_views\test_screen.dart", "Dart", 0, 0, 70, 0, 0, 0, 0, 0, 0, 0, 1, 8, 79
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\views\admin_views\widgets\classe_card.dart", "Dart", 0, 0, 97, 0, 0, 0, 0, 0, 0, 0, 0, 3, 100
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\views\admin_views\widgets\department_card.dart", "Dart", 0, 0, 103, 0, 0, 0, 0, 0, 0, 0, 0, 3, 106
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\views\admin_views\widgets\new_post_container.dart", "Dart", 0, 0, 283, 0, 0, 0, 0, 0, 0, 0, 6, 19, 308
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\views\admin_views\widgets\student_card.dart", "Dart", 0, 0, 123, 0, 0, 0, 0, 0, 0, 0, 2, 3, 128
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\views\admin_views\widgets\subject_card.dart", "Dart", 0, 0, 106, 0, 0, 0, 0, 0, 0, 0, 0, 4, 110
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\views\admin_views\widgets\teacher_card.dart", "Dart", 0, 0, 123, 0, 0, 0, 0, 0, 0, 0, 0, 3, 126
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\views\admin_views\widgets\user_card.dart", "Dart", 0, 0, 116, 0, 0, 0, 0, 0, 0, 0, 8, 3, 127
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\views\coming_soon_screen.dart", "Dart", 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 2, 3, 55
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\views\current_profile_screen.dart", "Dart", 0, 0, 152, 0, 0, 0, 0, 0, 0, 0, 9, 6, 167
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\views\edit_profile_screen.dart", "Dart", 0, 0, 190, 0, 0, 0, 0, 0, 0, 0, 0, 8, 198
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\views\for_students\classroom_student_screen.dart", "Dart", 0, 0, 108, 0, 0, 0, 0, 0, 0, 0, 2, 8, 118
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\views\for_teachers\add_teacher_subject_screen.dart", "Dart", 0, 0, 164, 0, 0, 0, 0, 0, 0, 0, 5, 15, 184
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\views\for_teachers\add_teacher_subjects_screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 120, 11, 131
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\views\for_teachers\classroom_teacher_screen.dart", "Dart", 0, 0, 132, 0, 0, 0, 0, 0, 0, 0, 48, 5, 185
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\views\for_teachers\edit_course_screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 144, 12, 156
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\views\for_teachers\subject_screen.dart", "Dart", 0, 0, 346, 0, 0, 0, 0, 0, 0, 0, 60, 8, 414
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\views\for_teachers\teacher_subjects_screen.dart", "Dart", 0, 0, 181, 0, 0, 0, 0, 0, 0, 0, 65, 5, 251
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\views\for_teachers\upload_course_screen.dart", "Dart", 0, 0, 288, 0, 0, 0, 0, 0, 0, 0, 8, 13, 309
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\views\for_teachers\upload_td_screen.dart", "Dart", 0, 0, 283, 0, 0, 0, 0, 0, 0, 0, 8, 13, 304
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\views\home screen\create_post_screen.dart", "Dart", 0, 0, 384, 0, 0, 0, 0, 0, 0, 0, 11, 17, 412
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\views\home screen\create_post_screen_old.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 250, 10, 260
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\views\home screen\home_screen.dart", "Dart", 0, 0, 158, 0, 0, 0, 0, 0, 0, 0, 6, 4, 168
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\views\home screen\menu\menu_screen.dart", "Dart", 0, 0, 98, 0, 0, 0, 0, 0, 0, 0, 4, 5, 107
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\views\home screen\widgets\carousel_loading.dart", "Dart", 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 3, 37
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\views\home screen\widgets\carousel_slider_data_found.dart", "Dart", 0, 0, 97, 0, 0, 0, 0, 0, 0, 0, 0, 6, 103
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\views\home screen\widgets\classe_tile.dart", "Dart", 0, 0, 87, 0, 0, 0, 0, 0, 0, 0, 3, 3, 93
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\views\home screen\widgets\course_tile.dart", "Dart", 0, 0, 120, 0, 0, 0, 0, 0, 0, 0, 7, 6, 133
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\views\home screen\widgets\create_post_container.dart", "Dart", 0, 0, 90, 0, 0, 0, 0, 0, 0, 0, 3, 4, 97
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\views\home screen\widgets\feature_carousel.dart", "Dart", 0, 0, 231, 0, 0, 0, 0, 0, 0, 0, 6, 8, 245
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\views\home screen\widgets\subject_tile.dart", "Dart", 0, 0, 92, 0, 0, 0, 0, 0, 0, 0, 4, 4, 100
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\views\home screen\widgets\td_tile.dart", "Dart", 0, 0, 121, 0, 0, 0, 0, 0, 0, 0, 7, 6, 134
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\views\home screen\widgets\upload_box.dart", "Dart", 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 3, 60
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\views\login_screen.dart", "Dart", 0, 0, 232, 0, 0, 0, 0, 0, 0, 0, 12, 11, 255
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\views\people_screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 97, 4, 101
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\views\splash_screen.dart", "Dart", 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 2, 8, 84
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\views\student_root_app.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\views\students_screen.dart", "Dart", 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 3, 4, 70
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\views\teacher_root_app.dart", "Dart", 0, 0, 163, 0, 0, 0, 0, 0, 0, 0, 0, 9, 172
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\views\users_screen.dart", "Dart", 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 7, 4, 66
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\views\welcome_student_screen.dart", "Dart", 0, 0, 115, 0, 0, 0, 0, 0, 0, 0, 0, 3, 118
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\views\welcome_teacher_screen.dart", "Dart", 0, 0, 137, 0, 0, 0, 0, 0, 0, 0, 0, 3, 140
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\views\widgets\already_have_an_account_acheck.dart", "Dart", 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 4, 37
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\views\widgets\appbar_widget.dart", "Dart", 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 3, 41
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\views\widgets\bottombar_item.dart", "Dart", 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 3, 50
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\views\widgets\build_header_box.dart", "Dart", 0, 0, 96, 0, 0, 0, 0, 0, 0, 0, 0, 2, 98
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\views\widgets\category_box.dart", "Dart", 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 1, 5, 63
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\views\widgets\category_list.dart", "Dart", 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 5, 43
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\views\widgets\circle_button.dart", "Dart", 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 3, 34
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\views\widgets\custom_tab_bar.dart", "Dart", 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 1, 3, 48
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\views\widgets\online_bar_widget.dart", "Dart", 0, 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 6, 81
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\views\widgets\or_divider.dart", "Dart", 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 1, 4, 42
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\views\widgets\post_container.dart", "Dart", 0, 0, 260, 0, 0, 0, 0, 0, 0, 0, 7, 14, 281
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\views\widgets\profile_avatar.dart", "Dart", 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 19, 6, 82
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\views\widgets\profile_image_widget.dart", "Dart", 0, 0, 72, 0, 0, 0, 0, 0, 0, 0, 15, 6, 93
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\views\widgets\profile_info_tile.dart", "Dart", 0, 0, 152, 0, 0, 0, 0, 0, 0, 0, 29, 7, 188
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\views\widgets\rounded_button.dart", "Dart", 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 2, 5, 45
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\views\widgets\student_card_container.dart", "Dart", 0, 0, 121, 0, 0, 0, 0, 0, 0, 0, 1, 6, 128
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\views\widgets\student_tile.dart", "Dart", 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 3, 62
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\views\widgets\text_field_widget_state.dart", "Dart", 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 6, 60
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\views\widgets\user_card_container.dart", "Dart", 0, 0, 103, 0, 0, 0, 0, 0, 0, 0, 1, 6, 110
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\lib\views\widgets\widgets.dart", "Dart", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\pubspec.yaml", "YAML", 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 56, 14, 118
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\test\widget_test.dart", "Dart", 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 10, 7, 31
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\web\index.html", "HTML", 0, 0, 0, 79, 0, 0, 0, 0, 0, 0, 17, 6, 102
"c:\Users\Lenovo\Documents\Dev\PFA\enetcom_app\web\manifest.json", "JSON", 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 36
"Total", "-", 5, 219, 13072, 79, 51, 15394, 90, 8, 1, 12, 1627, 960, 31518